Àmbit;Dimensió;Centre_Territori;Granularitat;Indicador;Sexe;Grup_edat;Any;Resultat;Catalunya;RaO O_E;IC inferior;IC superior
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;75-84;2024;0;12.56;0;0;5.799
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Home;75-84;2024;0;12.46;0;0;9.764
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Dona;75-84;2024;0;13.3;0;0;9.521
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Dona;75-84;2024;0;13.3;0;0;14.282
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;75-84;2024;0;12.56;0;0;28.564
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Dona;75-84;2024;0;13.3;0;0;28.564
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Dona;75-84;2024;0;13.3;0;0;28.564
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Dona;65-74;2024;11.11;13.36;0.85;0.011;4.713
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Home;75-84;2024;20;12.46;1.6;0.021;8.887
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;75-84;2024;20;12.56;1.6;0.021;8.887
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;75-84;2024;20;12.56;1.59;0.021;8.841
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Dona;65-74;2024;25;13.36;1.91;0.025;10.604
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Home;75-84;2024;25;12.46;2;0.026;11.108
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Dona;45-64;2024;4.76;16.02;0.3;0.004;1.647
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Dona;45-64;2024;4;16.02;0.25;0.003;1.383
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Dona;45-64;2024;7.69;16.02;0.48;0.006;2.66
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;65-74;2024;2.5;12.85;0.19;0.003;1.076
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Home;65-74;2024;4.17;12.74;0.33;0.004;1.812
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;65-74;2024;3.85;12.85;0.3;0.004;1.658
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Dona;65-74;2024;7.69;13.36;0.59;0.008;3.263
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Dona;75-84;2024;0;13.3;0;0;14.282
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Dona;75-84;2024;0;13.3;0;0;9.521
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;75-84;2024;0;12.56;0;0;2.645
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Home;75-84;2024;0;12.46;0;0;3.662
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;75-84;2024;0;12.56;0;0;3.627
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Dona;65-74;2024;0;13.36;0;0;1.748
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Home;65-74;2024;0;12.74;0;0;1.687
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Home;65-74;2024;20;12.74;1.56;0.176;5.645
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Dona;65-74;2024;33.33;13.36;2.54;0.285;9.175
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;65-74;2024;10.53;12.85;0.82;0.092;2.955
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;65-74;2024;11.76;12.85;0.91;0.102;3.286
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Home;75-84;2024;40;12.46;3.19;0.359;11.533
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;75-84;2024;28.57;12.56;2.27;0.254;8.178
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Dona;Total;2024;11.76;15.48;0.76;0.086;2.76
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Dona;Total;2024;4.88;15.48;0.33;0.037;1.181
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Dona;Total;2024;6.06;15.48;0.4;0.045;1.46
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Home;65-74;2024;12.5;12.74;0.98;0.196;2.855
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;65-74;2024;10.81;12.85;0.84;0.225;2.145
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Dona;Total;2024;6.45;15.48;0.42;0.114;1.085
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Dona;45-64;2024;9.09;16.02;0.57;0.152;1.447
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Dona;45-64;2024;21.74;16.02;1.35;0.435;3.153
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Home;45-64;2024;22.73;15.72;1.45;0.466;3.378
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Home;45-64;2024;7.35;15.72;0.47;0.151;1.093
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Home;Total;2024;5.38;14.99;0.36;0.116;0.842
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Home;65-74;2024;29.41;12.74;2.3;0.741;5.366
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;45-64;2024;6.74;15.78;0.43;0.156;0.929
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Home;45-64;2024;16.67;15.72;1.06;0.388;2.31
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;Total;2024;29.29;15.09;1.96;1.309;2.809
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Home;Total;2024;31.88;14.99;2.15;1.35;3.262
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;Total;2024;31.67;15.09;2.12;1.273;3.304
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;Total;2024;10.49;15.09;0.7;0.408;1.121
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;Total;2024;9.92;15.09;0.67;0.357;1.147
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Home;Total;2024;13;14.99;0.88;0.466;1.498
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Dona;Total;2024;42.31;15.48;2.77;1.381;4.959
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Home;Total;2024;12.22;14.99;0.83;0.413;1.483
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;Total;2024;13.7;15.09;0.92;0.443;1.701
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;Total;2024;20;15.09;1.35;0.648;2.489
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Home;Total;2024;14.29;14.99;0.98;0.42;1.923
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;Total;2024;5.56;15.09;0.37;0.149;0.767
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Dona;Total;2024;23.33;15.48;1.52;0.608;3.125
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Home;Total;2024;21.88;14.99;1.48;0.592;3.047
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;45-64;2024;29.58;15.78;1.87;1.156;2.857
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Home;45-64;2024;33.33;15.72;2.12;1.213;3.448
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;45-64;2024;38.1;15.78;2.4;1.371;3.897
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;45-64;2024;12.17;15.78;0.77;0.42;1.289
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Home;45-64;2024;14.08;15.72;0.9;0.429;1.65
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Home;45-64;2024;13.11;15.72;0.84;0.36;1.646
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;45-64;2024;25;15.78;1.58;0.68;3.113
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;45-64;2024;10.47;15.78;0.66;0.302;1.256
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Dona;45-64;2024;47.37;16.02;2.94;1.343;5.589
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;45-64;2024;14.29;15.78;0.9;0.362;1.862
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de persones amb exploració bucodental en risc de càncer oral;Total;65-74;2024;30.43;12.85;2.36;0.947;4.87
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Dona;Total;2024;34.33;51.08;0.67;0.426;1.009
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Dona;15-44;2024;0;51.11;0;0;7.176
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Dona;Total;2024;0;51.08;0;0;7.176
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Dona;Total;2024;43.81;51.08;0.86;0.629;1.145
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Dona;Total;2024;52.74;51.08;1.03;0.815;1.291
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Dona;Total;2024;42.31;51.08;0.83;0.602;1.113
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Dona;Total;2024;48.61;51.08;0.95;0.663;1.324
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Dona;15-44;2024;47.89;51.11;0.94;0.649;1.309
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Dona;15-44;2024;41.18;51.11;0.81;0.581;1.089
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Dona;15-44;2024;53.15;51.11;1.04;0.819;1.301
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Dona;15-44;2024;44.12;51.11;0.86;0.63;1.155
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Dona;15-44;2024;34.85;51.11;0.68;0.432;1.023
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Total;Total;2024;34.33;51.07;0.67;0.426;1.009
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Total;15-44;2024;0;51.11;0;0;7.176
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Total;Total;2024;0;51.07;0;0;7.176
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Total;15-44;2024;44.12;51.11;0.86;0.63;1.155
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Total;15-44;2024;53.15;51.11;1.04;0.819;1.301
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Total;15-44;2024;41.18;51.11;0.81;0.581;1.089
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Total;15-44;2024;47.89;51.11;0.94;0.649;1.309
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Total;Total;2024;48.61;51.07;0.95;0.663;1.324
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Total;Total;2024;42.31;51.07;0.83;0.602;1.113
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Total;Total;2024;52.74;51.07;1.03;0.815;1.291
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Total;Total;2024;43.81;51.07;0.86;0.629;1.145
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Total;15-44;2024;34.85;51.11;0.68;0.432;1.023
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Dona;45-64;2024;0;47.73;0;0;7.686
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Total;45-64;2024;0;47.73;0;0;7.686
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Dona;45-64;2024;100;47.73;2.1;0.027;11.658
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Total;45-64;2024;100;47.73;2.1;0.027;11.658
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Dona;45-64;2024;100;47.73;2.1;0.235;7.565
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Total;45-64;2024;100;47.73;2.1;0.235;7.565
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Dona;45-64;2024;33.33;47.73;0.7;0.009;3.886
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Total;45-64;2024;33.33;47.73;0.7;0.009;3.886
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Dona;45-64;2024;33.33;47.73;0.7;0.009;3.886
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de dones amb exploració bucodental durant l'embaràs;Total;45-64;2024;33.33;47.73;0.7;0.009;3.886
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;45-64;2024;48.96;52;0.98;0.911;1.06
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;45-64;2024;49.56;52;1;0.939;1.053
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;65-74;2024;63.1;71.64;0.88;0.833;0.929
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;75-84;2024;72.3;78.78;0.92;0.858;0.98
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;Total;2024;45.5;49.78;0.86;0.833;0.897
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;75-84;2024;69.8;77.22;0.88;0.802;0.96
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;75-84;2024;70.87;80.77;0.91;0.816;1.011
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;65-74;2024;63.7;74.37;0.9;0.829;0.979
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;65-74;2024;64.27;74.37;0.91;0.85;0.973
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;45-64;2024;44.56;51.01;0.87;0.828;0.917
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;Total;2024;46.1;48.68;0.89;0.862;0.912
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;15-44;2024;33.63;38.78;0.94;0.878;1.011
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;Total;2024;46.93;47.42;0.92;0.88;0.959
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;15-44;2024;31.73;34.69;0.91;0.862;0.963
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;65-74;2024;60.67;71.64;0.85;0.808;0.886
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;45-64;2024;41.4;50.12;0.79;0.74;0.851
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;15-44;2024;28.98;30;0.86;0.787;0.945
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;65-74;2024;57.92;69.33;0.8;0.75;0.85
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;75-84;2024;66.55;80.77;0.85;0.771;0.944
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;75-84;2024;64.35;78.78;0.82;0.765;0.87
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;75-84;2024;62.93;77.22;0.79;0.728;0.86
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;15-44;2024;35.69;38.78;1;0.943;1.061
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;15-44;2024;35.28;38.78;0.99;0.939;1.041
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;15-44;2024;34.88;34.69;1;0.954;1.048
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;65-74;2024;66.04;69.33;0.91;0.862;0.962
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;65-74;2024;68.62;71.64;0.96;0.919;0.996
Salut Pública;Efectivitat;Barcelona 2-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;65-74;2024;72.05;74.37;1.02;0.96;1.083
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;15-44;2024;33.53;30;1;0.922;1.079
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;Total;2024;52.47;49.78;1.04;1.016;1.07
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;75-84;2024;75.71;77.22;0.95;0.887;1.022
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;15-44;2024;22.88;30;0.68;0.626;0.74
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;75-84;2024;78.9;80.77;1.01;0.932;1.099
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;45-64;2024;52.44;52;1.05;0.988;1.121
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Home;Total;2024;55.42;47.42;1.15;1.113;1.179
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;75-84;2024;76.95;77.22;0.97;0.892;1.05
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;75-84;2024;62.21;77.22;0.78;0.718;0.852
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;45-64;2024;36.72;50.12;0.7;0.663;0.749
Salut Pública;Efectivitat;Barcelona 4-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;15-44;2024;25.78;34.69;0.74;0.704;0.78
Salut Pública;Efectivitat;Barcelona 2-E;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;Total;2024;53.75;48.68;1.09;1.066;1.107
Salut Pública;Efectivitat;Barcelona 4-C;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;75-84;2024;77.04;78.78;0.98;0.926;1.031
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;Total;2024;45.61;48.68;0.9;0.882;0.921
Salut Pública;Efectivitat;Barcelona 5-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;Total;2024;44.79;49.78;0.87;0.848;0.898
Salut Pública;Efectivitat;Barcelona 4-B;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;75-84;2024;70.09;78.78;0.89;0.829;0.954
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Total;65-74;2024;67.31;71.64;0.94;0.895;0.983
Salut Pública;Efectivitat;Barcelona 5-A;Àrea Bàsica de Salut;Cribratge del consum d'alcohol en població adulta;Dona;65-74;2024;65.51;69.33;0.9;0.848;0.961
