Àmbit;Dimensió;Centre_Territori;Granularitat;Indicador;Sexe;Grup_edat;Any;Resultat;Catalunya;RaO O_E;IC inferior;IC superior
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;45-64;2024;51.1;63.34;0.87;0.85;0.88
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;45-64;2024;50.77;63.21;0.85;0.84;0.863
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;15-44;2024;55.23;65.79;0.87;0.857;0.888
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;45-64;2024;56.04;63.04;0.93;0.897;0.958
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;45-64;2024;57.14;63.21;0.96;0.939;0.978
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;45-64;2024;57.86;63.34;0.98;0.954;1.005
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;15-44;2024;56.67;65.79;0.9;0.868;0.924
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;15-44;2024;60.75;69.25;0.94;0.905;0.976
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;15-44;2024;58.28;67.22;0.91;0.892;0.935
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;85+;2024;28.56;34.75;0.84;0.817;0.867
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;85+;2024;33.56;43.39;0.95;0.906;1.001
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;85+;2024;39.6;43.39;1.12;1.08;1.17
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;85+;2024;25.29;34.75;0.75;0.722;0.769
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;85+;2024;41.51;34.75;1.22;1.176;1.272
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;85+;2024;27.57;34.75;0.81;0.782;0.844
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;85+;2024;39.85;34.75;1.17;1.14;1.209
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;75-84;2024;63.93;59.46;1.14;1.121;1.167
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;0-14;2024;66.07;79.13;0.87;0.849;0.894
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;75-84;2024;50.44;59.46;0.9;0.885;0.92
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;85+;2024;31.09;34.75;0.92;0.89;0.943
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;65-74;2024;66.85;66.19;1.09;1.07;1.115
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;75-84;2024;60.66;59.46;1.09;1.063;1.108
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;Total;2024;53.87;61.86;0.96;0.954;0.976
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;75-84;2024;60.59;59.46;1.08;1.056;1.112
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;65-74;2024;64.77;66.19;1.06;1.035;1.083
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;Total;2024;59.38;61.86;1.04;1.027;1.044
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;65-74;2024;63.46;66.19;1.04;1.016;1.059
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;45-64;2024;57.66;63.34;0.98;0.959;0.994
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;45-64;2024;64.91;63.34;1.1;1.082;1.116
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;0-14;2024;75.95;79.13;1;0.976;1.028
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;65-74;2024;65.26;66.19;1.07;1.042;1.092
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;15-44;2024;60.31;65.79;0.95;0.935;0.971
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;0-14;2024;76.66;79.13;1.01;0.961;1.064
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;75-84;2024;57.69;59.46;1.03;1.012;1.052
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;75-84;2024;57.37;59.46;1.03;1.003;1.05
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;Total;2024;58.33;61.86;1.03;1.019;1.037
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;Total;2024;53.92;61.86;0.97;0.96;0.977
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Dona;0-14;2024;75.27;79.13;0.99;0.951;1.036
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;65-74;2024;59.75;64;0.96;0.928;0.984
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;0-14;2024;72.97;78.79;0.95;0.911;0.989
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;45-64;2024;57.16;63.04;0.95;0.924;0.968
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;Total;2024;55.15;64.78;0.95;0.938;0.959
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;45-64;2024;63.09;63.04;1.04;1.024;1.064
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;0-14;2024;76.01;78.79;0.99;0.945;1.035
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;15-44;2024;64.16;69.25;0.99;0.97;1.016
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;Total;2024;62.8;64.78;1.02;1.014;1.034
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;0-14;2024;76.67;78.79;1;0.949;1.048
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;65-74;2024;62.83;64;1;0.978;1.032
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;75-84;2024;57.08;60.84;1;0.968;1.025
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;Total;2024;61.13;64.78;1.01;0.996;1.018
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;65-74;2024;60.93;64;0.97;0.949;1
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;0-14;2024;74.34;78.79;0.97;0.943;0.992
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;Total;2024;54.88;64.78;0.94;0.922;0.949
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;15-44;2024;69.49;69.25;1.08;1.054;1.097
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;75-84;2024;62;60.84;1.08;1.055;1.109
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;75-84;2024;52.05;60.84;0.91;0.887;0.93
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;65-74;2024;56.94;64;0.91;0.879;0.944
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;85+;2024;32.52;43.39;0.92;0.888;0.959
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;85+;2024;31.71;43.39;0.9;0.866;0.935
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;45-64;2024;54.56;63.04;0.9;0.876;0.93
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;85+;2024;39.5;43.39;1.12;1.076;1.168
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;0-14;2024;67.26;78.79;0.88;0.835;0.917
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;75-84;2024;48.14;60.84;0.84;0.82;0.86
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;85+;2024;42.95;43.39;1.22;1.172;1.268
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Home;85+;2024;44.18;43.39;1.25;1.193;1.317
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;85+;2024;42.5;37.67;1.23;1.197;1.273
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;85+;2024;27.49;37.67;0.8;0.78;0.819
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;85+;2024;40.9;37.67;1.19;1.162;1.218
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;0-14;2024;65.42;78.95;0.86;0.841;0.872
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;85+;2024;29.52;37.67;0.86;0.833;0.886
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;75-84;2024;49.49;60.04;0.88;0.863;0.89
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;75-84;2024;63.49;60.04;1.12;1.107;1.143
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;0-14;2024;69.61;78.95;0.91;0.881;0.942
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;85+;2024;31.54;37.67;0.92;0.898;0.942
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;65-74;2024;62.94;65.19;1.02;1.001;1.038
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;Total;2024;59.42;63.13;1.02;1.012;1.027
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;65-74;2024;66.09;65.19;1.07;1.053;1.087
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;45-64;2024;64.15;63.21;1.08;1.063;1.089
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;75-84;2024;61.2;60.04;1.08;1.067;1.101
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-E;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;Total;2024;60.76;63.13;1.03;1.025;1.037
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;65-74;2024;63.97;65.19;1.04;1.018;1.054
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;Total;2024;54.25;63.13;0.95;0.945;0.962
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;45-64;2024;56.09;63.21;0.94;0.925;0.959
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;75-84;2024;55.23;60.04;0.98;0.963;0.992
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;65-74;2024;60.3;65.19;0.98;0.956;0.999
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;0-14;2024;75.09;78.95;0.98;0.966;1.001
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;85+;2024;33.62;37.67;0.98;0.957;1.003
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;45-64;2024;57.47;63.21;0.96;0.951;0.978
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;Total;2024;54.41;63.13;0.96;0.954;0.967
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;0-14;2024;74.07;78.95;0.97;0.942;0.999
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;15-44;2024;61.79;67.22;0.97;0.954;0.983
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-A;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;0-14;2024;76.66;78.95;1;0.969;1.04
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;0-14;2024;76.52;78.95;1;0.968;1.036
Atenció Primària i Comunitària;Accessibilitat;Barcelona 4-C;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;65-74;2024;62.46;65.19;1.01;0.996;1.029
Atenció Primària i Comunitària;Accessibilitat;Barcelona 5-B;Àrea Bàsica de Salut;Percentatge de visites presencials a l'atenció primària i comunitària;Total;75-84;2024;57.26;60.04;1.01;0.997;1.033
Atenció Primària i Comunitària;Accessibilitat;Barcelona 2-C;Àrea Bàsica de Salut;Índex del proveïdor assistencial principal;Total;Total;2024;67.87;66.58;;0;
