any;secció censal;concepte;estat;valor
2024;Ampolla, l' DC01 SC001;població jove sense estudis postobligatoris (%);;27,6
2024;Ampolla, l' DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;17,3
2024;Ampolla, l' DC01 SC001;renda mitjana per persona (€);;9999999
2024;Ampolla, l' DC01 SC002;població amb estudis baixos (%);;19,7
2024;Ampolla, l' DC01 SC002;població jove sense estudis postobligatoris (%);;30,5
2024;Ampolla, l' DC01 SC002;població estrangera de països de renda baixa o mitjana (%);;11,6
2024;Ampolla, l' DC01 SC002;renda mitjana per persona (€);;9999999
2024;Amposta DC01 SC001;població amb estudis baixos (%);;25,3
2024;Amposta DC01 SC001;població jove sense estudis postobligatoris (%);;53,8
2024;Amposta DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;32,6
2024;Amposta DC01 SC001;renda mitjana per persona (€);;9999999
2024;Amposta DC01 SC002;població amb estudis baixos (%);;18,7
2024;Amposta DC01 SC002;població jove sense estudis postobligatoris (%);;43,7
2024;Amposta DC01 SC002;població estrangera de països de renda baixa o mitjana (%);;23,0
2024;Amposta DC01 SC002;renda mitjana per persona (€);;9999999
2024;Amposta DC02 SC001;població amb estudis baixos (%);;16,1
2024;Amposta DC02 SC001;població jove sense estudis postobligatoris (%);;27,0
2024;Amposta DC02 SC001;població estrangera de països de renda baixa o mitjana (%);;18,3
2024;Amposta DC02 SC001;renda mitjana per persona (€);;9999999
2024;Amposta DC02 SC002;població amb estudis baixos (%);;23,2
2024;Amposta DC02 SC002;població jove sense estudis postobligatoris (%);;49,3
2024;Amposta DC02 SC002;població estrangera de països de renda baixa o mitjana (%);;23,0
2024;Amposta DC02 SC002;renda mitjana per persona (€);;9999999
2024;Amposta DC03 SC001;població amb estudis baixos (%);;14,9
2024;Amposta DC03 SC001;població jove sense estudis postobligatoris (%);;31,4
2024;Amposta DC03 SC001;població estrangera de països de renda baixa o mitjana (%);;16,4
2024;Amposta DC03 SC001;renda mitjana per persona (€);;9999999
2024;Amposta DC03 SC002;població amb estudis baixos (%);;16,1
2024;Amposta DC03 SC002;població jove sense estudis postobligatoris (%);;38,4
2024;Amposta DC03 SC002;població estrangera de països de renda baixa o mitjana (%);;15,1
2024;Amposta DC03 SC002;renda mitjana per persona (€);;9999999
2024;Amposta DC04 SC001;població amb estudis baixos (%);;20,8
2024;Amposta DC04 SC001;població jove sense estudis postobligatoris (%);;36,8
2024;Amposta DC04 SC001;població estrangera de països de renda baixa o mitjana (%);;24,7
2024;Amposta DC04 SC001;renda mitjana per persona (€);;9999999
2024;Amposta DC04 SC002;població amb estudis baixos (%);;16,3
2024;Amposta DC04 SC002;població jove sense estudis postobligatoris (%);;34,8
2024;Amposta DC04 SC002;població estrangera de països de renda baixa o mitjana (%);;24,8
2024;Amposta DC04 SC002;renda mitjana per persona (€);;9999999
2024;Amposta DC04 SC003;població amb estudis baixos (%);;18,6
2024;Amposta DC04 SC003;població jove sense estudis postobligatoris (%);;31,4
2024;Amposta DC04 SC003;població estrangera de països de renda baixa o mitjana (%);;22,4
2024;Amposta DC04 SC003;renda mitjana per persona (€);;9999999
2024;Amposta DC04 SC004;població amb estudis baixos (%);;13,1
2024;Amposta DC04 SC004;població jove sense estudis postobligatoris (%);;26,7
2024;Amposta DC04 SC004;població estrangera de països de renda baixa o mitjana (%);;15,6
2024;Amposta DC04 SC004;renda mitjana per persona (€);;9999999
2024;Amposta DC04 SC005;població amb estudis baixos (%);;14,0
2024;Amposta DC04 SC005;població jove sense estudis postobligatoris (%);;28,2
2024;Amposta DC04 SC005;població estrangera de països de renda baixa o mitjana (%);;19,0
2024;Amposta DC04 SC005;renda mitjana per persona (€);;9999999
2024;Amposta DC04 SC006;població amb estudis baixos (%);;13,3
2024;Amposta DC04 SC006;població jove sense estudis postobligatoris (%);;26,7
2024;Amposta DC04 SC006;població estrangera de països de renda baixa o mitjana (%);;16,1
2024;Amposta DC04 SC006;renda mitjana per persona (€);;9999999
2024;Anglès DC01 SC001;població amb estudis baixos (%);;25,4
2024;Anglès DC01 SC001;població jove sense estudis postobligatoris (%);;41,8
2024;Anglès DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;28,4
2024;Anglès DC01 SC001;renda mitjana per persona (€);;9999999
2024;Anglès DC01 SC002;població amb estudis baixos (%);;19,3
2024;Anglès DC01 SC002;població jove sense estudis postobligatoris (%);;33,9
2024;Anglès DC01 SC002;població estrangera de països de renda baixa o mitjana (%);;19,2
2024;Anglès DC01 SC002;renda mitjana per persona (€);;9999999
2024;Anglès DC01 SC003;població amb estudis baixos (%);;16,3
2024;Anglès DC01 SC003;població jove sense estudis postobligatoris (%);;25,1
2024;Anglès DC01 SC003;població estrangera de països de renda baixa o mitjana (%);;13,2
2024;Anglès DC01 SC003;renda mitjana per persona (€);;9999999
2024;Anglesola DC01 SC001;població amb estudis baixos (%);;16,8
2024;Anglesola DC01 SC001;població jove sense estudis postobligatoris (%);;26,5
2024;Anglesola DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;14,0
2024;Anglesola DC01 SC001;renda mitjana per persona (€);;9999999
2024;Arbeca DC01 SC001;població amb estudis baixos (%);;20,9
2024;Arbeca DC01 SC001;població jove sense estudis postobligatoris (%);;29,5
2024;Arbeca DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;21,2
2024;Arbeca DC01 SC001;renda mitjana per persona (€);;9999999
2024;Arbeca DC01 SC002;població amb estudis baixos (%);;16,3
2024;Arbeca DC01 SC002;població jove sense estudis postobligatoris (%);;17,3
2024;Arbeca DC01 SC002;població estrangera de països de renda baixa o mitjana (%);;12,3
2024;Arbeca DC01 SC002;renda mitjana per persona (€);;9999999
2024;Arboç, l' DC01 SC001;població amb estudis baixos (%);;16,9
2024;Arboç, l' DC01 SC001;població jove sense estudis postobligatoris (%);;31,7
2024;Arboç, l' DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;22,1
2024;Arboç, l' DC01 SC001;renda mitjana per persona (€);;9999999
2024;Arboç, l' DC01 SC002;població amb estudis baixos (%);;22,2
2024;Arboç, l' DC01 SC002;població jove sense estudis postobligatoris (%);;39,3
2024;Arboç, l' DC01 SC002;població estrangera de països de renda baixa o mitjana (%);;29,1
2024;Arboç, l' DC01 SC002;renda mitjana per persona (€);;9999999
2024;Arbolí DC01 SC001;població amb estudis baixos (%);;6,8
2024;Arbolí DC01 SC001;població jove sense estudis postobligatoris (%);;9999999,0
2024;Arbolí DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;3,1
2024;Arbolí DC01 SC001;renda mitjana per persona (€);;9999999
2024;Arbúcies DC01 SC001;població amb estudis baixos (%);;24,4
2024;Arbúcies DC01 SC001;població jove sense estudis postobligatoris (%);;40,6
2024;Arbúcies DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;25,6
2024;Arbúcies DC01 SC001;renda mitjana per persona (€);;9999999
2024;Arbúcies DC01 SC002;població amb estudis baixos (%);;22,6
2024;Arbúcies DC01 SC002;població jove sense estudis postobligatoris (%);;33,1
2024;Arbúcies DC01 SC002;població estrangera de països de renda baixa o mitjana (%);;23,3
2024;Arbúcies DC01 SC002;renda mitjana per persona (€);;9999999
2024;Arbúcies DC02 SC001;població amb estudis baixos (%);;11,4
2024;Arbúcies DC02 SC001;població jove sense estudis postobligatoris (%);;17,9
2024;Arbúcies DC02 SC001;població estrangera de països de renda baixa o mitjana (%);;4,7
2024;Arbúcies DC02 SC001;renda mitjana per persona (€);;9999999
2024;Arenys de Mar DC01 SC001;població amb estudis baixos (%);;10,8
2024;Arenys de Mar DC01 SC001;població jove sense estudis postobligatoris (%);;21,3
2024;Arenys de Mar DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;10,8
2024;Arenys de Mar DC01 SC001;renda mitjana per persona (€);;9999999
2024;Arenys de Mar DC01 SC002;població amb estudis baixos (%);;9,1
2024;Arenys de Mar DC01 SC002;població jove sense estudis postobligatoris (%);;17,8
2024;Arenys de Mar DC01 SC002;població estrangera de països de renda baixa o mitjana (%);;8,1
2024;Arenys de Mar DC01 SC002;renda mitjana per persona (€);;9999999
2024;Arenys de Mar DC01 SC003;població amb estudis baixos (%);;15,8
2024;Arenys de Mar DC01 SC003;població jove sense estudis postobligatoris (%);;18,0
2024;Arenys de Mar DC01 SC003;població estrangera de països de renda baixa o mitjana (%);;9,0
2024;Arenys de Mar DC01 SC003;renda mitjana per persona (€);;9999999
2024;Arenys de Mar DC01 SC004;població amb estudis baixos (%);;8,5
2024;Arenys de Mar DC01 SC004;població jove sense estudis postobligatoris (%);;9,1
2024;Arenys de Mar DC01 SC004;població estrangera de països de renda baixa o mitjana (%);;9,7
2024;Arenys de Mar DC01 SC004;renda mitjana per persona (€);;9999999
2024;Arenys de Mar DC02 SC001;població amb estudis baixos (%);;12,3
2024;Arenys de Mar DC02 SC001;població jove sense estudis postobligatoris (%);;21,9
2024;Arenys de Mar DC02 SC001;població estrangera de països de renda baixa o mitjana (%);;12,7
2024;Arenys de Mar DC02 SC001;renda mitjana per persona (€);;9999999
2024;Arenys de Mar DC02 SC002;població amb estudis baixos (%);;11,1
2024;Arenys de Mar DC02 SC002;població jove sense estudis postobligatoris (%);;18,1
2024;Arenys de Mar DC02 SC002;població estrangera de països de renda baixa o mitjana (%);;10,4
2024;Arenys de Mar DC02 SC002;renda mitjana per persona (€);;9999999
2024;Arenys de Mar DC02 SC003;població amb estudis baixos (%);;13,6
2024;Arenys de Mar DC02 SC003;població jove sense estudis postobligatoris (%);;11,6
2024;Arenys de Mar DC02 SC003;població estrangera de països de renda baixa o mitjana (%);;4,7
2024;Arenys de Mar DC02 SC003;renda mitjana per persona (€);;9999999
2024;Arenys de Mar DC02 SC004;població amb estudis baixos (%);;10,0
2024;Arenys de Mar DC02 SC004;població jove sense estudis postobligatoris (%);;21,7
2024;Arenys de Mar DC02 SC004;població estrangera de països de renda baixa o mitjana (%);;7,5
2024;Arenys de Mar DC02 SC004;renda mitjana per persona (€);;9999999
2024;Arenys de Mar DC02 SC005;població amb estudis baixos (%);;11,6
2024;Arenys de Mar DC02 SC005;població jove sense estudis postobligatoris (%);;17,9
2024;Arenys de Mar DC02 SC005;població estrangera de països de renda baixa o mitjana (%);;8,4
2024;Arenys de Mar DC02 SC005;renda mitjana per persona (€);;9999999
2024;Arenys de Munt DC01 SC001;població amb estudis baixos (%);;11,7
2024;Arenys de Munt DC01 SC001;població jove sense estudis postobligatoris (%);;23,0
2024;Arenys de Munt DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;5,2
2024;Arenys de Munt DC01 SC001;renda mitjana per persona (€);;9999999
2024;Arenys de Munt DC01 SC002;població amb estudis baixos (%);;10,3
2024;Arenys de Munt DC01 SC002;població jove sense estudis postobligatoris (%);;20,0
2024;Arenys de Munt DC01 SC002;població estrangera de països de renda baixa o mitjana (%);;5,1
2024;Arenys de Munt DC01 SC002;renda mitjana per persona (€);;9999999
2024;Arenys de Munt DC01 SC003;població amb estudis baixos (%);;11,6
2024;Arenys de Munt DC01 SC003;població jove sense estudis postobligatoris (%);;19,5
2024;Arenys de Munt DC01 SC003;població estrangera de països de renda baixa o mitjana (%);;5,2
2024;Arenys de Munt DC01 SC003;renda mitjana per persona (€);;9999999
2024;Arenys de Munt DC02 SC001;població amb estudis baixos (%);;11,2
2024;Arenys de Munt DC02 SC001;població jove sense estudis postobligatoris (%);;16,6
2024;Arenys de Munt DC02 SC001;població estrangera de països de renda baixa o mitjana (%);;4,0
2024;Arenys de Munt DC02 SC001;renda mitjana per persona (€);;9999999
2024;Arenys de Munt DC02 SC002;població amb estudis baixos (%);;12,8
2024;Arenys de Munt DC02 SC002;població jove sense estudis postobligatoris (%);;25,7
2024;Arenys de Munt DC02 SC002;població estrangera de països de renda baixa o mitjana (%);;9,8
2024;Arenys de Munt DC02 SC002;renda mitjana per persona (€);;9999999
2024;Argelaguer DC01 SC001;població amb estudis baixos (%);;6,6
2024;Argelaguer DC01 SC001;població jove sense estudis postobligatoris (%);;9999999,0
2024;Argelaguer DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;3,1
2024;Argelaguer DC01 SC001;renda mitjana per persona (€);;9999999
2024;Argençola DC01 SC001;població amb estudis baixos (%);;4,2
2024;Argençola DC01 SC001;població jove sense estudis postobligatoris (%);;9999999,0
2024;Argençola DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;6,2
2024;Argençola DC01 SC001;renda mitjana per persona (€);;9999999
2024;Argentera, l' DC01 SC001;població amb estudis baixos (%);;7,4
2024;Argentera, l' DC01 SC001;població jove sense estudis postobligatoris (%);;9999999,0
2024;Argentera, l' DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;1,6
2024;Argentera, l' DC01 SC001;renda mitjana per persona (€);;9999999
2024;Argentona DC01 SC001;població amb estudis baixos (%);;9,3
2024;Argentona DC01 SC001;població jove sense estudis postobligatoris (%);;15,3
2024;Argentona DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;5,3
2024;Argentona DC01 SC001;renda mitjana per persona (€);;9999999
2024;Argentona DC01 SC002;població amb estudis baixos (%);;13,2
2024;Argentona DC01 SC002;població jove sense estudis postobligatoris (%);;15,1
2024;Argentona DC01 SC002;població estrangera de països de renda baixa o mitjana (%);;4,3
2024;Argentona DC01 SC002;renda mitjana per persona (€);;9999999
2024;Argentona DC01 SC003;població amb estudis baixos (%);;12,6
2024;Argentona DC01 SC003;població jove sense estudis postobligatoris (%);;26,5
2024;Argentona DC01 SC003;població estrangera de països de renda baixa o mitjana (%);;6,8
2024;Argentona DC01 SC003;renda mitjana per persona (€);;9999999
2024;Argentona DC01 SC004;població amb estudis baixos (%);;8,0
2024;Argentona DC01 SC004;població jove sense estudis postobligatoris (%);;18,0
2024;Argentona DC01 SC004;població estrangera de països de renda baixa o mitjana (%);;4,5
2024;Argentona DC01 SC004;renda mitjana per persona (€);;9999999
2024;Argentona DC01 SC005;població amb estudis baixos (%);;3,2
2024;Argentona DC01 SC005;població jove sense estudis postobligatoris (%);;8,0
2024;Argentona DC01 SC005;població estrangera de països de renda baixa o mitjana (%);;3,0
2024;Argentona DC01 SC005;renda mitjana per persona (€);;9999999
2024;Argentona DC01 SC006;població amb estudis baixos (%);;9,8
2024;Argentona DC01 SC006;població jove sense estudis postobligatoris (%);;7,1
2024;Argentona DC01 SC006;població estrangera de països de renda baixa o mitjana (%);;3,4
2024;Argentona DC01 SC006;renda mitjana per persona (€);;9999999
2024;Argentona DC02 SC001;població amb estudis baixos (%);;7,3
2024;Argentona DC02 SC001;població jove sense estudis postobligatoris (%);;12,9
2024;Argentona DC02 SC001;població estrangera de països de renda baixa o mitjana (%);;3,2
2024;Argentona DC02 SC001;renda mitjana per persona (€);;9999999
2024;Argentona DC02 SC002;població amb estudis baixos (%);;11,4
2024;Argentona DC02 SC002;població jove sense estudis postobligatoris (%);;15,5
2024;Argentona DC02 SC002;població estrangera de països de renda baixa o mitjana (%);;6,6
2024;Argentona DC02 SC002;renda mitjana per persona (€);;9999999
2024;Argentona DC02 SC003;població amb estudis baixos (%);;11,7
2024;Argentona DC02 SC003;població jove sense estudis postobligatoris (%);;18,6
2024;Argentona DC02 SC003;població estrangera de països de renda baixa o mitjana (%);;4,2
2024;Argentona DC02 SC003;renda mitjana per persona (€);;9999999
2024;Armentera, l' DC01 SC001;població amb estudis baixos (%);;15,0
2024;Armentera, l' DC01 SC001;població jove sense estudis postobligatoris (%);;26,0
2024;Armentera, l' DC01 SC001;població estrangera de països de renda baixa o mitjana (%);;13,6
2024;Armentera, l' DC01 SC001;renda mitjana per persona (€);;9999999
2024;Arnes DC01 SC001;població amb estudis baixos (%);;17,8
2024;Arnes DC01 SC001;població jove sense estudis postobligatoris (%);;9999999,0
